event_id,customer_id,event_type,event_date,from_plan,to_plan,reason,mrr_impact
EVT0001031,CUST01042,Churn,2024-11-02,Free,,Switched to competitor,0
EVT0001032,CUST01043,Churn,2022-07-30,Free,,Switched to competitor,0
EVT0001033,CUST01044,Downgrade,2023-08-13,Business,Free,Plan Downgrade,-149
EVT0001034,CUST01044,Churn,2023-11-08,Free,,Upgraded to paid,0
EVT0001035,CUST01045,Churn,2024-11-18,Pro,,Switched to competitor,-49
EVT0001036,CUST01047,Churn,2024-05-28,Pro,,Technical issues,-49
EVT0001037,CUST01048,Churn,2024-08-06,Business,,Switched to competitor,-149
EVT0001038,CUST01049,Upgrade,2023-10-15,Free,Pro,Plan Upgrade,49
EVT0001039,CUST01052,Upgrade,2024-07-26,Pro,Business,Plan Upgrade,100
EVT0001040,CUST01053,Churn,2023-05-05,Free,,Switched to competitor,0
EVT0001041,CUST01058,Churn,2022-11-05,Free,,No longer needed,0
EVT0001042,CUST01059,Churn,2024-04-14,Free,,Switched to competitor,0
EVT0001043,CUST01060,Churn,2023-09-09,Business,,Budget cuts,-149
EVT0001044,CUST01062,Upgrade,2023-06-03,Pro,Business,Plan Upgrade,100
EVT0001045,CUST01062,Churn,2024-02-07,Business,,Budget cuts,-149
EVT0001046,CUST01066,Churn,2023-03-06,Free,,No longer needed,0
EVT0001047,CUST01067,Downgrade,2022-10-24,Business,Free,Plan Downgrade,-149
EVT0001048,CUST01067,Upgrade,2024-01-17,Free,Business,Plan Upgrade,149
EVT0001049,CUST01068,Churn,2024-01-25,Free,,No longer needed,0
EVT0001050,CUST01069,Churn,2024-01-30,Pro,,Too expensive,-49
EVT0001051,CUST01070,Downgrade,2023-07-15,Pro,Free,Plan Downgrade,-49
EVT0001052,CUST01070,Churn,2023-08-19,Free,,Upgraded to paid,0
EVT0001053,CUST01071,Churn,2024-03-11,Free,,No longer needed,0
EVT0001054,CUST01072,Churn,2023-09-16,Pro,,Switched to competitor,-49
EVT0001055,CUST01073,Churn,2023-11-02,Pro,,Switched to competitor,-49
EVT0001056,CUST01074,Churn,2023-01-24,Business,,Budget cuts,-149
EVT0001057,CUST01077,Downgrade,2023-07-28,Pro,Free,Plan Downgrade,-49
EVT0001058,CUST01077,Churn,2023-12-09,Free,,Upgraded to paid,0
EVT0001059,CUST01078,Upgrade,2024-09-28,Free,Pro,Plan Upgrade,49
EVT0001060,CUST01078,Downgrade,2024-10-28,Pro,Free,Plan Downgrade,-49
EVT0001061,CUST01079,Churn,2023-10-22,Free,,No longer needed,0
EVT0001062,CUST01080,Churn,2023-05-19,Free,,Switched to competitor,0
EVT0001063,CUST01081,Churn,2023-11-24,Free,,Upgraded to paid,0
EVT0001064,CUST01082,Downgrade,2024-07-19,Pro,Free,Plan Downgrade,-49
EVT0001065,CUST01084,Churn,2023-03-31,Business,,Budget cuts,-149
EVT0001066,CUST01086,Churn,2024-03-07,Pro,,Technical issues,-49
EVT0001067,CUST01087,Churn,2023-01-30,Free,,Switched to competitor,0
EVT0001068,CUST01088,Downgrade,2022-12-23,Pro,Free,Plan Downgrade,-49
EVT0001069,CUST01088,Churn,2023-03-09,Free,,No longer needed,0
EVT0001070,CUST01089,Upgrade,2022-05-09,Free,Pro,Plan Upgrade,49
EVT0001071,CUST01089,Downgrade,2022-08-07,Pro,Free,Plan Downgrade,-49
EVT0001072,CUST01089,Churn,2022-12-26,Free,,Upgraded to paid,0
EVT0001073,CUST01090,Churn,2022-09-05,Business,,Too expensive,-149
EVT0001074,CUST01091,Churn,2022-09-30,Business,,Too expensive,-149
EVT0001075,CUST01092,Churn,2024-05-07,Pro,,Technical issues,-49
EVT0001076,CUST01093,Downgrade,2024-04-12,Pro,Free,Plan Downgrade,-49
EVT0001077,CUST01094,Upgrade,2022-08-18,Free,Pro,Plan Upgrade,49
EVT0001078,CUST01094,Upgrade,2023-04-15,Pro,Business,Plan Upgrade,100
EVT0001079,CUST01095,Downgrade,2023-04-28,Pro,Free,Plan Downgrade,-49
EVT0001080,CUST01095,Churn,2023-06-01,Free,,Upgraded to paid,0
EVT0001081,CUST01096,Churn,2023-05-20,Pro,,Too expensive,-49
EVT0001082,CUST01097,Churn,2024-12-09,Business,,Too expensive,-149
EVT0001083,CUST01098,Churn,2023-06-03,Pro,,Missing features,-49
EVT0001084,CUST01099,Churn,2024-11-26,Pro,,Missing features,-49
EVT0001085,CUST01100,Upgrade,2022-05-24,Free,Pro,Plan Upgrade,49
EVT0001086,CUST01100,Downgrade,2022-09-21,Pro,Free,Plan Downgrade,-49
EVT0001087,CUST01100,Upgrade,2024-05-13,Free,Pro,Plan Upgrade,49
EVT0001088,CUST01101,Churn,2023-10-24,Pro,,Technical issues,-49
EVT0001089,CUST01102,Downgrade,2023-02-21,Pro,Free,Plan Downgrade,-49
EVT0001090,CUST01102,Upgrade,2023-10-19,Free,Business,Plan Upgrade,149
EVT0001091,CUST01102,Churn,2024-07-22,Business,,Too expensive,-149
EVT0001092,CUST01103,Churn,2024-10-18,Pro,,Budget cuts,-49
EVT0001093,CUST01104,Churn,2023-01-15,Pro,,Missing features,-49
EVT0001094,CUST01105,Churn,2023-03-02,Business,,Missing features,-149
EVT0001095,CUST01106,Churn,2023-05-14,Pro,,Too expensive,-49
EVT0001096,CUST01109,Churn,2022-10-10,Pro,,Switched to competitor,-49
EVT0001097,CUST01110,Churn,2023-02-06,Business,,Switched to competitor,-149
EVT0001098,CUST01111,Churn,2024-03-05,Free,,No longer needed,0
EVT0001099,CUST01114,Churn,2024-11-03,Pro,,Missing features,-49
EVT0001100,CUST01116,Upgrade,2023-08-30,Pro,Business,Plan Upgrade,100
EVT0001101,CUST01116,Churn,2023-10-07,Business,,Too expensive,-149
EVT0001102,CUST01118,Churn,2023-09-25,Pro,,Budget cuts,-49
EVT0001103,CUST01119,Churn,2023-12-28,Free,,Switched to competitor,0
EVT0001104,CUST01120,Churn,2024-05-20,Pro,,Too expensive,-49
EVT0001105,CUST01121,Churn,2024-01-08,Business,,Budget cuts,-149
EVT0001106,CUST01122,Upgrade,2022-05-26,Pro,Business,Plan Upgrade,100
EVT0001107,CUST01122,Churn,2022-07-14,Business,,Missing features,-149
EVT0001108,CUST01123,Churn,2022-10-01,Free,,Upgraded to paid,0
EVT0001109,CUST01124,Churn,2023-01-19,Pro,,Missing features,-49
EVT0001110,CUST01128,Churn,2022-12-28,Free,,Upgraded to paid,0
EVT0001111,CUST01129,Downgrade,2024-04-03,Business,Pro,Plan Downgrade,-100
EVT0001112,CUST01130,Churn,2022-07-16,Pro,,Budget cuts,-49
EVT0001113,CUST01131,Churn,2024-09-23,Pro,,Switched to competitor,-49
EVT0001114,CUST01132,Churn,2024-11-30,Free,,No longer needed,0
EVT0001115,CUST01135,Downgrade,2024-12-24,Pro,Free,Plan Downgrade,-49
EVT0001116,CUST01136,Churn,2022-06-30,Free,,No longer needed,0
EVT0001117,CUST01138,Churn,2024-04-07,Free,,Switched to competitor,0
EVT0001118,CUST01141,Downgrade,2024-06-28,Pro,Free,Plan Downgrade,-49
EVT0001119,CUST01141,Upgrade,2024-12-25,Free,Business,Plan Upgrade,149
EVT0001120,CUST01142,Downgrade,2024-10-22,Business,Pro,Plan Downgrade,-100
EVT0001121,CUST01143,Churn,2024-02-15,Business,,Budget cuts,-149
EVT0001122,CUST01144,Upgrade,2024-09-19,Free,Pro,Plan Upgrade,49
EVT0001123,CUST01147,Churn,2024-11-25,Business,,Too expensive,-149
EVT0001124,CUST01148,Churn,2024-04-22,Business,,Switched to competitor,-149
EVT0001125,CUST01150,Churn,2024-12-26,Pro,,Technical issues,-49
EVT0001126,CUST01152,Churn,2022-08-23,Pro,,Technical issues,-49
EVT0001127,CUST01155,Churn,2024-02-27,Pro,,Too expensive,-49
EVT0001128,CUST01156,Churn,2024-09-01,Free,,Switched to competitor,0
EVT0001129,CUST01157,Upgrade,2024-09-22,Free,Pro,Plan Upgrade,49
EVT0001130,CUST01157,Churn,2024-11-15,Pro,,Budget cuts,-49
EVT0001131,CUST01158,Churn,2024-08-04,Pro,,Switched to competitor,-49
EVT0001132,CUST01159,Churn,2024-02-10,Free,,Upgraded to paid,0
EVT0001133,CUST01160,Upgrade,2024-11-24,Free,Pro,Plan Upgrade,49
EVT0001134,CUST01161,Upgrade,2023-10-05,Free,Pro,Plan Upgrade,49
EVT0001135,CUST01161,Churn,2024-01-12,Pro,,Budget cuts,-49
EVT0001136,CUST01162,Upgrade,2024-12-12,Pro,Business,Plan Upgrade,100
EVT0001137,CUST01163,Churn,2024-10-31,Free,,Upgraded to paid,0
EVT0001138,CUST01164,Upgrade,2023-08-31,Free,Pro,Plan Upgrade,49
EVT0001139,CUST01165,Upgrade,2023-06-04,Pro,Business,Plan Upgrade,100
EVT0001140,CUST01165,Churn,2024-06-14,Business,,Company shutdown,-149
EVT0001141,CUST01166,Churn,2023-06-21,Business,,Missing features,-149
EVT0001142,CUST01168,Upgrade,2023-01-26,Pro,Business,Plan Upgrade,100
EVT0001143,CUST01168,Downgrade,2024-09-17,Business,Pro,Plan Downgrade,-100
EVT0001144,CUST01168,Downgrade,2024-10-17,Pro,Free,Plan Downgrade,-49
EVT0001145,CUST01169,Churn,2024-11-02,Free,,No longer needed,0
EVT0001146,CUST01172,Churn,2023-12-04,Business,,Missing features,-149
EVT0001147,CUST01175,Downgrade,2023-05-26,Business,Pro,Plan Downgrade,-100
EVT0001148,CUST01175,Downgrade,2023-07-25,Pro,Free,Plan Downgrade,-49
EVT0001149,CUST01175,Upgrade,2023-08-24,Free,Pro,Plan Upgrade,49
EVT0001150,CUST01175,Churn,2024-01-01,Pro,,Missing features,-49
EVT0001151,CUST01176,Churn,2022-12-28,Free,,No longer needed,0
EVT0001152,CUST01177,Churn,2024-05-06,Pro,,Too expensive,-49
EVT0001153,CUST01178,Churn,2024-10-26,Business,,Company shutdown,-149
EVT0001154,CUST01179,Churn,2022-11-13,Business,,Budget cuts,-149
EVT0001155,CUST01180,Downgrade,2024-01-09,Business,Pro,Plan Downgrade,-100
EVT0001156,CUST01180,Churn,2024-09-22,Pro,,Technical issues,-49
EVT0001157,CUST01182,Churn,2024-08-10,Free,,No longer needed,0
EVT0001158,CUST01183,Churn,2024-02-05,Free,,Switched to competitor,0
EVT0001159,CUST01184,Downgrade,2024-06-23,Pro,Free,Plan Downgrade,-49
EVT0001160,CUST01184,Churn,2024-10-22,Free,,Upgraded to paid,0
EVT0001161,CUST01185,Churn,2024-03-14,Business,,Switched to competitor,-149
EVT0001162,CUST01186,Churn,2024-07-30,Free,,No longer needed,0
EVT0001163,CUST01187,Upgrade,2023-06-04,Pro,Business,Plan Upgrade,100
EVT0001164,CUST01188,Downgrade,2023-11-05,Pro,Free,Plan Downgrade,-49
EVT0001165,CUST01188,Churn,2024-05-09,Free,,Upgraded to paid,0
EVT0001166,CUST01189,Upgrade,2022-11-04,Free,Business,Plan Upgrade,149
EVT0001167,CUST01189,Churn,2024-03-08,Business,,Budget cuts,-149
EVT0001168,CUST01191,Churn,2024-10-24,Pro,,Switched to competitor,-49
EVT0001169,CUST01193,Churn,2024-06-04,Free,,Switched to competitor,0
EVT0001170,CUST01194,Downgrade,2023-10-05,Pro,Free,Plan Downgrade,-49
EVT0001171,CUST01194,Churn,2024-02-22,Free,,Switched to competitor,0
EVT0001172,CUST01195,Churn,2023-02-19,Free,,Switched to competitor,0
EVT0001173,CUST01196,Churn,2022-10-29,Free,,Switched to competitor,0
EVT0001174,CUST01197,Churn,2024-07-29,Pro,,Too expensive,-49
EVT0001175,CUST01199,Churn,2022-08-15,Business,,Company shutdown,-149
EVT0001176,CUST01200,Upgrade,2024-10-11,Free,Business,Plan Upgrade,149
EVT0001177,CUST01201,Churn,2022-11-25,Free,,Upgraded to paid,0
EVT0001178,CUST01203,Churn,2024-05-11,Pro,,Too expensive,-49
EVT0001179,CUST01206,Churn,2023-02-25,Free,,Upgraded to paid,0
EVT0001180,CUST01207,Churn,2023-11-05,Pro,,Switched to competitor,-49
EVT0001181,CUST01208,Churn,2024-08-12,Free,,No longer needed,0
EVT0001182,CUST01210,Downgrade,2023-03-25,Pro,Free,Plan Downgrade,-49
EVT0001183,CUST01210,Churn,2023-04-29,Free,,No longer needed,0
EVT0001184,CUST01212,Churn,2024-09-19,Free,,Upgraded to paid,0
EVT0001185,CUST01213,Upgrade,2024-01-23,Free,Pro,Plan Upgrade,49
EVT0001186,CUST01214,Churn,2024-09-22,Pro,,Switched to competitor,-49
EVT0001187,CUST01215,Downgrade,2022-06-26,Pro,Free,Plan Downgrade,-49
EVT0001188,CUST01215,Churn,2023-02-27,Free,,Upgraded to paid,0
EVT0001189,CUST01216,Churn,2023-08-19,Free,,No longer needed,0
EVT0001190,CUST01217,Churn,2023-01-19,Free,,Upgraded to paid,0
EVT0001191,CUST01218,Downgrade,2022-06-14,Business,Pro,Plan Downgrade,-100
EVT0001192,CUST01218,Churn,2022-11-15,Pro,,Budget cuts,-49
EVT0001193,CUST01220,Upgrade,2024-10-25,Pro,Business,Plan Upgrade,100
EVT0001194,CUST01221,Upgrade,2023-07-19,Free,Pro,Plan Upgrade,49
EVT0001195,CUST01221,Churn,2023-09-07,Pro,,Switched to competitor,-49
EVT0001196,CUST01222,Churn,2022-05-21,Business,,Switched to competitor,-149
EVT0001197,CUST01223,Upgrade,2024-04-10,Free,Pro,Plan Upgrade,49
EVT0001198,CUST01226,Churn,2024-04-23,Pro,,Technical issues,-49
EVT0001199,CUST01227,Churn,2023-01-03,Free,,Upgraded to paid,0
EVT0001200,CUST01228,Churn,2023-09-15,Pro,,Too expensive,-49
EVT0001201,CUST01229,Churn,2022-03-29,Pro,,Budget cuts,-49
EVT0001202,CUST01230,Churn,2023-01-21,Free,,No longer needed,0
EVT0001203,CUST01231,Churn,2024-10-18,Business,,Company shutdown,-149
EVT0001204,CUST01232,Downgrade,2024-02-27,Business,Pro,Plan Downgrade,-100
EVT0001205,CUST01233,Downgrade,2023-01-09,Pro,Free,Plan Downgrade,-49
EVT0001206,CUST01233,Churn,2023-02-19,Free,,No longer needed,0
EVT0001207,CUST01234,Churn,2023-12-02,Free,,No longer needed,0
EVT0001208,CUST01235,Churn,2023-05-28,Free,,Upgraded to paid,0
EVT0001209,CUST01237,Churn,2023-10-18,Free,,Upgraded to paid,0
EVT0001210,CUST01239,Churn,2024-08-14,Free,,Upgraded to paid,0
EVT0001211,CUST01240,Downgrade,2024-05-07,Business,Pro,Plan Downgrade,-100
EVT0001212,CUST01240,Upgrade,2024-09-04,Pro,Business,Plan Upgrade,100
EVT0001213,CUST01241,Churn,2024-01-17,Pro,,Missing features,-49
EVT0001214,CUST01242,Downgrade,2022-10-20,Business,Pro,Plan Downgrade,-100
EVT0001215,CUST01242,Churn,2023-12-03,Pro,,Budget cuts,-49
EVT0001216,CUST01243,Downgrade,2023-04-01,Business,Pro,Plan Downgrade,-100
EVT0001217,CUST01243,Downgrade,2023-05-31,Pro,Free,Plan Downgrade,-49
EVT0001218,CUST01243,Churn,2024-03-02,Free,,Switched to competitor,0
EVT0001219,CUST01244,Downgrade,2023-08-22,Business,Free,Plan Downgrade,-149
EVT0001220,CUST01244,Churn,2024-02-06,Free,,No longer needed,0
EVT0001221,CUST01245,Downgrade,2024-09-30,Business,Pro,Plan Downgrade,-100
EVT0001222,CUST01246,Upgrade,2023-11-04,Free,Pro,Plan Upgrade,49
EVT0001223,CUST01247,Churn,2023-04-12,Free,,Upgraded to paid,0
EVT0001224,CUST01249,Churn,2024-03-23,Pro,,Too expensive,-49
EVT0001225,CUST01250,Churn,2023-12-13,Free,,Switched to competitor,0
EVT0001226,CUST01253,Upgrade,2024-05-25,Pro,Business,Plan Upgrade,100
EVT0001227,CUST01253,Churn,2024-08-04,Business,,Company shutdown,-149
EVT0001228,CUST01254,Churn,2023-05-16,Business,,Switched to competitor,-149
EVT0001229,CUST01255,Downgrade,2023-05-24,Pro,Free,Plan Downgrade,-49
EVT0001230,CUST01255,Churn,2024-05-04,Free,,Switched to competitor,0
EVT0001231,CUST01256,Churn,2022-12-19,Free,,No longer needed,0
EVT0001232,CUST01257,Upgrade,2023-04-30,Free,Pro,Plan Upgrade,49
EVT0001233,CUST01257,Churn,2023-08-04,Pro,,Technical issues,-49
EVT0001234,CUST01258,Churn,2024-06-29,Business,,Missing features,-149
EVT0001235,CUST01259,Churn,2024-10-11,Free,,Switched to competitor,0
EVT0001236,CUST01260,Churn,2024-05-10,Pro,,Switched to competitor,-49
EVT0001237,CUST01261,Churn,2024-11-01,Free,,Upgraded to paid,0
EVT0001238,CUST01263,Churn,2023-05-30,Free,,Upgraded to paid,0
EVT0001239,CUST01264,Churn,2022-11-22,Free,,Upgraded to paid,0
EVT0001240,CUST01265,Upgrade,2022-10-20,Free,Pro,Plan Upgrade,49
EVT0001241,CUST01265,Downgrade,2022-12-19,Pro,Free,Plan Downgrade,-49
EVT0001242,CUST01265,Churn,2023-06-09,Free,,No longer needed,0
EVT0001243,CUST01266,Churn,2024-02-01,Pro,,Switched to competitor,-49
EVT0001244,CUST01268,Churn,2022-11-03,Pro,,Missing features,-49
EVT0001245,CUST01270,Churn,2024-11-22,Pro,,Technical issues,-49
EVT0001246,CUST01272,Churn,2023-12-11,Business,,Budget cuts,-149
EVT0001247,CUST01273,Churn,2024-05-07,Pro,,Switched to competitor,-49
EVT0001248,CUST01274,Upgrade,2022-07-18,Pro,Business,Plan Upgrade,100
EVT0001249,CUST01274,Churn,2023-05-12,Business,,Switched to competitor,-149
EVT0001250,CUST01276,Downgrade,2024-12-08,Business,Pro,Plan Downgrade,-100
EVT0001251,CUST01278,Churn,2024-10-30,Pro,,Too expensive,-49
EVT0001252,CUST01279,Churn,2022-08-19,Free,,No longer needed,0
EVT0001253,CUST01280,Churn,2025-01-08,Business,,Company shutdown,-149
EVT0001254,CUST01281,Upgrade,2022-09-28,Free,Pro,Plan Upgrade,49
EVT0001255,CUST01281,Downgrade,2023-03-27,Pro,Free,Plan Downgrade,-49
EVT0001256,CUST01281,Churn,2024-02-11,Free,,Upgraded to paid,0
EVT0001257,CUST01283,Upgrade,2023-04-03,Pro,Business,Plan Upgrade,100
EVT0001258,CUST01283,Churn,2023-08-12,Business,,Budget cuts,-149
EVT0001259,CUST01287,Downgrade,2024-08-11,Pro,Free,Plan Downgrade,-49
EVT0001260,CUST01287,Upgrade,2024-09-10,Free,Pro,Plan Upgrade,49
EVT0001261,CUST01288,Churn,2024-01-26,Business,,Switched to competitor,-149
EVT0001262,CUST01289,Churn,2022-02-15,Business,,Missing features,-149
EVT0001263,CUST01290,Downgrade,2024-07-22,Pro,Free,Plan Downgrade,-49
EVT0001264,CUST01290,Upgrade,2024-08-21,Free,Pro,Plan Upgrade,49
EVT0001265,CUST01292,Churn,2023-10-04,Free,,No longer needed,0
EVT0001266,CUST01293,Downgrade,2024-09-28,Business,Pro,Plan Downgrade,-100
EVT0001267,CUST01295,Churn,2024-09-18,Free,,No longer needed,0
EVT0001268,CUST01296,Churn,2024-06-30,Free,,Switched to competitor,0
EVT0001269,CUST01299,Downgrade,2023-03-05,Business,Pro,Plan Downgrade,-100
EVT0001270,CUST01299,Downgrade,2023-05-04,Pro,Free,Plan Downgrade,-49
EVT0001271,CUST01299,Churn,2024-06-06,Free,,Upgraded to paid,0
EVT0001272,CUST01300,Upgrade,2024-07-09,Free,Pro,Plan Upgrade,49
EVT0001273,CUST01301,Downgrade,2024-06-04,Business,Pro,Plan Downgrade,-100
EVT0001274,CUST01301,Churn,2024-09-05,Pro,,Too expensive,-49
EVT0001275,CUST01302,Upgrade,2024-07-31,Pro,Business,Plan Upgrade,100
EVT0001276,CUST01304,Churn,2022-07-24,Business,,Missing features,-149
EVT0001277,CUST01305,Downgrade,2023-09-12,Pro,Free,Plan Downgrade,-49
EVT0001278,CUST01306,Upgrade,2023-04-25,Free,Pro,Plan Upgrade,49
EVT0001279,CUST01309,Downgrade,2022-08-15,Business,Pro,Plan Downgrade,-100
EVT0001280,CUST01309,Churn,2022-09-18,Pro,,Switched to competitor,-49
EVT0001281,CUST01310,Churn,2023-06-17,Free,,Switched to competitor,0
EVT0001282,CUST01311,Churn,2023-05-14,Free,,No longer needed,0
EVT0001283,CUST01312,Churn,2024-04-23,Free,,No longer needed,0
EVT0001284,CUST01313,Churn,2024-05-30,Pro,,Technical issues,-49
EVT0001285,CUST01314,Upgrade,2024-07-07,Free,Pro,Plan Upgrade,49
EVT0001286,CUST01315,Downgrade,2023-09-25,Business,Pro,Plan Downgrade,-100
EVT0001287,CUST01315,Upgrade,2023-11-24,Pro,Business,Plan Upgrade,100
EVT0001288,CUST01315,Churn,2024-05-28,Business,,Too expensive,-149
EVT0001289,CUST01316,Churn,2023-06-18,Business,,Switched to competitor,-149
EVT0001290,CUST01317,Churn,2023-07-23,Free,,No longer needed,0
EVT0001291,CUST01319,Churn,2025-01-05,Pro,,Budget cuts,-49
EVT0001292,CUST01320,Churn,2024-11-01,Business,,Too expensive,-149
EVT0001293,CUST01321,Churn,2022-01-24,Free,,Upgraded to paid,0
EVT0001294,CUST01322,Churn,2024-05-11,Pro,,Switched to competitor,-49
EVT0001295,CUST01323,Churn,2024-04-02,Pro,,Budget cuts,-49
EVT0001296,CUST01324,Upgrade,2023-11-10,Free,Pro,Plan Upgrade,49
EVT0001297,CUST01324,Churn,2024-04-03,Pro,,Switched to competitor,-49
EVT0001298,CUST01326,Churn,2024-10-17,Free,,Switched to competitor,0
EVT0001299,CUST01327,Churn,2023-02-17,Free,,Switched to competitor,0
EVT0001300,CUST01328,Downgrade,2023-08-20,Business,Free,Plan Downgrade,-149
EVT0001301,CUST01328,Upgrade,2023-09-19,Free,Pro,Plan Upgrade,49
EVT0001302,CUST01328,Churn,2024-04-07,Pro,,Technical issues,-49
EVT0001303,CUST01330,Churn,2023-08-22,Business,,Switched to competitor,-149
EVT0001304,CUST01331,Churn,2023-11-20,Free,,Switched to competitor,0
EVT0001305,CUST01332,Churn,2023-12-30,Pro,,Missing features,-49
EVT0001306,CUST01333,Upgrade,2023-03-26,Pro,Business,Plan Upgrade,100
EVT0001307,CUST01333,Churn,2024-05-09,Business,,Too expensive,-149
EVT0001308,CUST01334,Downgrade,2023-09-09,Business,Pro,Plan Downgrade,-100
EVT0001309,CUST01334,Churn,2024-03-14,Pro,,Switched to competitor,-49
EVT0001310,CUST01336,Upgrade,2022-07-01,Free,Pro,Plan Upgrade,49
EVT0001311,CUST01336,Churn,2023-06-08,Pro,,Switched to competitor,-49
EVT0001312,CUST01337,Churn,2024-04-22,Free,,No longer needed,0
EVT0001313,CUST01338,Churn,2023-12-13,Pro,,Too expensive,-49
EVT0001314,CUST01339,Churn,2022-05-12,Free,,No longer needed,0
EVT0001315,CUST01340,Churn,2024-03-23,Pro,,Too expensive,-49
EVT0001316,CUST01341,Churn,2024-06-21,Business,,Missing features,-149
EVT0001317,CUST01342,Upgrade,2023-03-10,Pro,Business,Plan Upgrade,100
EVT0001318,CUST01342,Churn,2024-04-30,Business,,Missing features,-149
EVT0001319,CUST01344,Upgrade,2023-06-22,Free,Pro,Plan Upgrade,49
EVT0001320,CUST01345,Churn,2023-11-08,Pro,,Switched to competitor,-49
EVT0001321,CUST01346,Churn,2024-09-09,Free,,Switched to competitor,0
EVT0001322,CUST01347,Churn,2024-10-06,Free,,Switched to competitor,0
EVT0001323,CUST01349,Churn,2023-04-20,Pro,,Technical issues,-49
EVT0001324,CUST01351,Upgrade,2022-09-21,Free,Pro,Plan Upgrade,49
EVT0001325,CUST01351,Churn,2023-07-26,Pro,,Missing features,-49
EVT0001326,CUST01352,Upgrade,2023-01-20,Free,Pro,Plan Upgrade,49
EVT0001327,CUST01352,Churn,2023-12-04,Pro,,Too expensive,-49
EVT0001328,CUST01354,Churn,2024-08-20,Free,,No longer needed,0
EVT0001329,CUST01355,Churn,2024-11-04,Pro,,Missing features,-49
EVT0001330,CUST01356,Churn,2022-09-14,Free,,Upgraded to paid,0
EVT0001331,CUST01357,Downgrade,2024-08-02,Pro,Free,Plan Downgrade,-49
EVT0001332,CUST01358,Churn,2022-10-28,Free,,No longer needed,0
EVT0001333,CUST01360,Upgrade,2022-08-23,Pro,Business,Plan Upgrade,100
EVT0001334,CUST01360,Churn,2024-09-16,Business,,Switched to competitor,-149
EVT0001335,CUST01361,Churn,2023-09-29,Pro,,Switched to competitor,-49
EVT0001336,CUST01362,Upgrade,2024-09-16,Pro,Business,Plan Upgrade,100
EVT0001337,CUST01363,Upgrade,2024-07-27,Free,Pro,Plan Upgrade,49
EVT0001338,CUST01364,Churn,2022-06-02,Free,,Switched to competitor,0
EVT0001339,CUST01365,Churn,2024-12-16,Pro,,Technical issues,-49
EVT0001340,CUST01366,Churn,2024-04-08,Pro,,Missing features,-49
EVT0001341,CUST01367,Downgrade,2024-06-05,Business,Pro,Plan Downgrade,-100
EVT0001342,CUST01368,Upgrade,2023-07-23,Free,Pro,Plan Upgrade,49
EVT0001343,CUST01368,Downgrade,2024-01-19,Pro,Free,Plan Downgrade,-49
EVT0001344,CUST01368,Upgrade,2024-03-19,Free,Pro,Plan Upgrade,49
EVT0001345,CUST01369,Downgrade,2024-04-03,Business,Free,Plan Downgrade,-149
EVT0001346,CUST01369,Upgrade,2024-08-01,Free,Pro,Plan Upgrade,49
EVT0001347,CUST01370,Downgrade,2022-10-31,Business,Pro,Plan Downgrade,-100
EVT0001348,CUST01370,Upgrade,2023-08-27,Pro,Business,Plan Upgrade,100
EVT0001349,CUST01370,Churn,2025-01-09,Business,,Company shutdown,-149
EVT0001350,CUST01371,Downgrade,2023-01-20,Business,Pro,Plan Downgrade,-100
EVT0001351,CUST01371,Churn,2023-06-25,Pro,,Switched to competitor,-49
EVT0001352,CUST01372,Churn,2023-08-17,Pro,,Missing features,-49
EVT0001353,CUST01375,Churn,2023-04-19,Business,,Budget cuts,-149
EVT0001354,CUST01376,Churn,2023-04-27,Free,,Upgraded to paid,0
EVT0001355,CUST01379,Churn,2024-09-22,Business,,Company shutdown,-149
EVT0001356,CUST01381,Churn,2023-07-15,Pro,,Missing features,-49
EVT0001357,CUST01382,Churn,2023-02-15,Free,,Upgraded to paid,0
EVT0001358,CUST01383,Churn,2023-11-27,Pro,,Budget cuts,-49
EVT0001359,CUST01384,Upgrade,2022-08-05,Pro,Business,Plan Upgrade,100
EVT0001360,CUST01385,Churn,2023-03-09,Pro,,Too expensive,-49
EVT0001361,CUST01387,Upgrade,2022-09-19,Free,Pro,Plan Upgrade,49
EVT0001362,CUST01387,Churn,2022-10-28,Pro,,Switched to competitor,-49
EVT0001363,CUST01390,Churn,2022-12-18,Pro,,Budget cuts,-49
EVT0001364,CUST01391,Churn,2024-03-06,Free,,Switched to competitor,0
EVT0001365,CUST01392,Churn,2023-03-18,Free,,Upgraded to paid,0
EVT0001366,CUST01393,Upgrade,2023-06-25,Free,Pro,Plan Upgrade,49
EVT0001367,CUST01393,Churn,2023-08-22,Pro,,Switched to competitor,-49
EVT0001368,CUST01395,Churn,2024-07-07,Business,,Company shutdown,-149
EVT0001369,CUST01396,Churn,2022-10-08,Pro,,Too expensive,-49
EVT0001370,CUST01397,Churn,2022-06-10,Free,,Switched to competitor,0
EVT0001371,CUST01398,Upgrade,2023-08-22,Free,Pro,Plan Upgrade,49
EVT0001372,CUST01398,Downgrade,2024-06-17,Pro,Free,Plan Downgrade,-49
EVT0001373,CUST01398,Churn,2024-09-16,Free,,Switched to competitor,0
EVT0001374,CUST01399,Upgrade,2024-02-26,Free,Pro,Plan Upgrade,49
EVT0001375,CUST01400,Upgrade,2024-04-07,Pro,Business,Plan Upgrade,100
EVT0001376,CUST01400,Churn,2024-11-26,Business,,Too expensive,-149
