subscription_id,customer_id,plan,mrr,start_date,end_date,status,churn_reason,duration_months
SUB002036,CUST01482,Pro,49,2023-05-09,2024-11-29,Upgraded,,19
SUB002037,CUST01482,Business,149,2024-11-29,,Active,,1
SUB002038,CUST01483,Business,149,2024-02-08,,Active,,10
SUB002039,CUST01484,Free,0,2024-02-22,,Active,,10
SUB002040,CUST01485,Business,149,2022-06-19,2023-03-13,Churned,Too expensive,8
SUB002041,CUST01486,Pro,49,2024-09-09,2024-09-09,Upgraded,,1
SUB002042,CUST01486,Business,149,2024-09-09,,Active,,3
SUB002043,CUST01487,Free,0,2024-09-18,,Active,,3
SUB002044,CUST01488,Pro,49,2023-10-29,,Active,,14
SUB002045,CUST01489,Pro,49,2022-02-10,2022-08-09,Downgraded,,6
SUB002046,CUST01489,Free,0,2022-08-09,2024-09-27,Upgraded,,26
SUB002047,CUST01489,Pro,49,2024-09-27,,Active,,3
SUB002048,CUST01490,Pro,49,2022-09-12,,Active,,28
SUB002049,CUST01491,Free,0,2023-01-04,2023-05-01,Churned,Upgraded to paid,3
SUB002050,CUST01492,Free,0,2023-02-27,,Active,,22
SUB002051,CUST01493,Pro,49,2022-09-13,2022-11-03,Churned,Technical issues,1
SUB002052,CUST01494,Business,149,2022-01-01,2022-04-12,Churned,Switched to competitor,3
SUB002053,CUST01495,Free,0,2024-06-30,,Active,,6
SUB002054,CUST01496,Free,0,2023-03-06,,Active,,22
SUB002055,CUST01497,Business,149,2022-10-18,2024-04-02,Churned,Company shutdown,17
SUB002056,CUST01498,Free,0,2024-01-06,2024-09-25,Churned,Switched to competitor,8
SUB002057,CUST01499,Business,149,2023-06-18,2024-02-15,Churned,Switched to competitor,8
SUB002058,CUST01500,Free,0,2024-05-21,2024-07-20,Upgraded,,2
SUB002059,CUST01500,Business,149,2024-07-20,,Active,,5
SUB002060,CUST01501,Free,0,2023-07-06,2024-03-02,Upgraded,,8
SUB002061,CUST01501,Business,149,2024-03-02,,Active,,10
SUB002062,CUST01502,Business,149,2022-12-02,2023-10-14,Churned,Budget cuts,10
SUB002063,CUST01503,Free,0,2022-02-23,2022-03-25,Upgraded,,1
SUB002064,CUST01503,Pro,49,2022-03-25,2023-01-19,Downgraded,,10
SUB002065,CUST01503,Free,0,2023-01-19,2024-05-05,Churned,Switched to competitor,15
SUB002066,CUST01504,Free,0,2024-04-13,2024-08-25,Churned,No longer needed,4
SUB002067,CUST01505,Free,0,2022-10-27,2022-12-26,Upgraded,,2
SUB002068,CUST01505,Pro,49,2022-12-26,2024-07-30,Churned,Budget cuts,19
SUB002069,CUST01506,Business,149,2024-02-15,,Active,,10
SUB002070,CUST01507,Pro,49,2024-09-29,,Active,,3
SUB002071,CUST01508,Pro,49,2023-07-10,2024-02-14,Churned,Technical issues,7
SUB002072,CUST01509,Free,0,2024-04-04,2024-10-01,Upgraded,,6
SUB002073,CUST01509,Pro,49,2024-10-01,,Active,,3
SUB002074,CUST01510,Pro,49,2022-11-15,,Active,,25
SUB002075,CUST01511,Pro,49,2024-01-29,,Active,,11
SUB002076,CUST01512,Pro,49,2023-01-10,2023-11-06,Downgraded,,10
SUB002077,CUST01512,Free,0,2023-11-06,,Active,,14
SUB002078,CUST01513,Business,149,2024-05-26,,Active,,7
SUB002079,CUST01514,Free,0,2022-06-28,2022-12-28,Churned,Upgraded to paid,6
SUB002080,CUST01515,Free,0,2022-06-12,2022-09-06,Churned,No longer needed,2
SUB002081,CUST01516,Pro,49,2022-06-23,2023-02-04,Churned,Budget cuts,7
SUB002082,CUST01517,Business,149,2022-10-07,2023-11-01,Downgraded,,13
SUB002083,CUST01517,Pro,49,2023-11-01,2023-12-01,Upgraded,,1
SUB002084,CUST01517,Business,149,2023-12-01,2024-06-28,Downgraded,,7
SUB002085,CUST01517,Pro,49,2024-06-28,,Active,,6
SUB002086,CUST01518,Business,149,2022-09-13,2024-03-06,Downgraded,,18
SUB002087,CUST01518,Pro,49,2024-03-06,2024-12-22,Churned,Budget cuts,9
SUB002088,CUST01519,Free,0,2024-05-20,2024-09-30,Churned,No longer needed,4
SUB002089,CUST01520,Business,149,2022-03-28,,Active,,33
SUB002090,CUST01521,Free,0,2022-06-03,2022-10-17,Churned,Upgraded to paid,4
SUB002091,CUST01522,Free,0,2024-10-11,,Active,,2
SUB002092,CUST01523,Free,0,2022-08-30,2023-05-07,Churned,Switched to competitor,8
SUB002093,CUST01524,Business,149,2024-03-17,,Active,,9
SUB002094,CUST01525,Pro,49,2022-03-14,2022-06-18,Churned,Switched to competitor,3
SUB002095,CUST01526,Free,0,2024-07-31,2024-12-21,Churned,Switched to competitor,4
SUB002096,CUST01527,Pro,49,2024-04-03,,Active,,9
SUB002097,CUST01528,Pro,49,2022-11-11,2023-02-09,Upgraded,,3
SUB002098,CUST01528,Business,149,2023-02-09,2023-10-01,Churned,Company shutdown,7
SUB002099,CUST01529,Business,149,2024-03-20,,Active,,9
SUB002100,CUST01530,Free,0,2022-08-11,2023-05-08,Upgraded,,9
SUB002101,CUST01530,Pro,49,2023-05-08,2023-12-26,Churned,Too expensive,7
SUB002102,CUST01531,Pro,49,2024-06-07,,Active,,6
SUB002103,CUST01532,Business,149,2022-10-01,,Active,,27
SUB002104,CUST01533,Pro,49,2023-02-12,2023-02-24,Churned,Technical issues,1
SUB002105,CUST01534,Free,0,2024-10-11,2024-10-29,Churned,Upgraded to paid,1
SUB002106,CUST01535,Pro,49,2024-03-07,,Active,,9
SUB002107,CUST01536,Pro,49,2022-01-28,2022-06-19,Churned,Too expensive,4
SUB002108,CUST01537,Pro,49,2022-01-17,2022-10-14,Upgraded,,9
SUB002109,CUST01537,Business,149,2022-10-14,,Active,,26
SUB002110,CUST01538,Free,0,2022-11-09,2023-04-05,Churned,Switched to competitor,4
SUB002111,CUST01539,Pro,49,2023-05-22,,Active,,19
SUB002112,CUST01540,Business,149,2024-10-25,,Active,,2
SUB002113,CUST01541,Free,0,2022-11-01,2023-09-27,Upgraded,,11
SUB002114,CUST01541,Pro,49,2023-09-27,2024-01-07,Churned,Missing features,3
SUB002115,CUST01542,Business,149,2024-05-23,,Active,,7
SUB002116,CUST01543,Pro,49,2023-09-20,,Active,,15
SUB002117,CUST01544,Free,0,2024-05-24,,Active,,7
SUB002118,CUST01545,Free,0,2024-05-06,,Active,,7
SUB002119,CUST01546,Business,149,2023-10-21,,Active,,14
SUB002120,CUST01547,Free,0,2023-01-14,2023-01-14,Upgraded,,1
SUB002121,CUST01547,Pro,49,2023-01-14,2023-02-13,Upgraded,,1
SUB002122,CUST01547,Business,149,2023-02-13,2024-07-22,Churned,Missing features,17
SUB002123,CUST01548,Business,149,2022-01-28,2024-01-04,Churned,Company shutdown,23
SUB002124,CUST01549,Pro,49,2024-02-01,2024-03-25,Churned,Missing features,1
SUB002125,CUST01550,Free,0,2022-09-25,2022-10-01,Churned,Switched to competitor,1
SUB002126,CUST01551,Business,149,2023-01-31,,Active,,23
SUB002127,CUST01552,Pro,49,2024-08-29,,Active,,4
SUB002128,CUST01553,Business,149,2023-01-28,,Active,,23
SUB002129,CUST01554,Business,149,2024-01-20,,Active,,11
SUB002130,CUST01555,Business,149,2024-05-08,2024-05-08,Downgraded,,1
SUB002131,CUST01555,Pro,49,2024-05-08,2024-08-23,Churned,Too expensive,3
SUB002132,CUST01556,Pro,49,2022-09-22,2024-09-14,Churned,Switched to competitor,24
SUB002133,CUST01557,Pro,49,2024-10-10,,Active,,2
SUB002134,CUST01558,Pro,49,2024-02-26,,Active,,10
SUB002135,CUST01559,Pro,49,2022-01-08,2022-10-12,Churned,Too expensive,9
SUB002136,CUST01560,Free,0,2024-10-28,,Active,,2
SUB002137,CUST01561,Free,0,2023-07-04,2024-03-09,Churned,Switched to competitor,8
SUB002138,CUST01562,Pro,49,2022-03-22,2022-11-24,Churned,Switched to competitor,8
SUB002139,CUST01563,Free,0,2023-05-25,2024-03-24,Churned,Switched to competitor,10
SUB002140,CUST01564,Business,149,2024-01-26,,Active,,11
SUB002141,CUST01565,Business,149,2023-08-27,,Active,,16
SUB002142,CUST01566,Free,0,2023-07-27,,Active,,17
SUB002143,CUST01567,Pro,49,2024-02-22,2024-07-16,Churned,Technical issues,4
SUB002144,CUST01568,Free,0,2023-02-27,2023-07-11,Churned,No longer needed,4
SUB002145,CUST01569,Pro,49,2024-03-20,2024-09-30,Churned,Technical issues,6
SUB002146,CUST01570,Free,0,2024-09-08,,Active,,3
SUB002147,CUST01571,Free,0,2024-10-01,2024-10-07,Churned,Upgraded to paid,1
SUB002148,CUST01572,Free,0,2022-12-30,2023-04-29,Upgraded,,4
SUB002149,CUST01572,Pro,49,2023-04-29,2023-11-05,Churned,Budget cuts,6
SUB002150,CUST01573,Business,149,2024-05-23,,Active,,7
SUB002151,CUST01574,Free,0,2022-01-25,2022-10-14,Churned,No longer needed,8
SUB002152,CUST01575,Business,149,2022-03-31,2023-01-25,Downgraded,,10
SUB002153,CUST01575,Pro,49,2023-01-25,2023-07-01,Churned,Too expensive,5
SUB002154,CUST01576,Pro,49,2022-08-06,2023-03-04,Upgraded,,7
SUB002155,CUST01576,Business,149,2023-03-04,,Active,,22
SUB002156,CUST01577,Pro,49,2024-06-28,,Active,,6
SUB002157,CUST01578,Business,149,2023-07-02,,Active,,18
SUB002158,CUST01579,Business,149,2023-08-31,,Active,,16
SUB002159,CUST01580,Pro,49,2023-04-10,,Active,,21
SUB002160,CUST01581,Business,149,2024-02-27,,Active,,10
SUB002161,CUST01582,Business,149,2022-08-14,,Active,,29
SUB002162,CUST01583,Pro,49,2024-01-09,2024-01-10,Churned,Technical issues,1
SUB002163,CUST01584,Free,0,2023-11-17,2024-07-14,Upgraded,,8
SUB002164,CUST01584,Pro,49,2024-07-14,,Active,,5
SUB002165,CUST01585,Business,149,2023-09-10,,Active,,15
SUB002166,CUST01586,Business,149,2024-01-26,2024-12-21,Downgraded,,11
SUB002167,CUST01586,Pro,49,2024-12-21,,Active,,1
SUB002168,CUST01587,Pro,49,2022-10-28,2023-03-11,Churned,Switched to competitor,4
SUB002169,CUST01588,Pro,49,2022-08-20,2022-08-20,Upgraded,,1
SUB002170,CUST01588,Business,149,2022-08-20,2023-08-26,Churned,Budget cuts,12
SUB002171,CUST01589,Pro,49,2023-01-08,2024-08-13,Churned,Budget cuts,19
SUB002172,CUST01590,Free,0,2024-04-27,2024-05-27,Upgraded,,1
SUB002173,CUST01590,Pro,49,2024-05-27,2025-01-16,Churned,Budget cuts,7
SUB002174,CUST01591,Pro,49,2024-02-24,2024-10-28,Churned,Budget cuts,8
SUB002175,CUST01592,Free,0,2023-04-17,2024-01-05,Churned,No longer needed,8
SUB002176,CUST01593,Free,0,2023-03-26,2023-08-29,Churned,Upgraded to paid,5
SUB002177,CUST01594,Pro,49,2024-08-28,,Active,,4
SUB002178,CUST01595,Pro,49,2023-08-27,2023-12-23,Churned,Too expensive,3
SUB002179,CUST01596,Pro,49,2022-04-25,2023-07-19,Upgraded,,15
SUB002180,CUST01596,Business,149,2023-07-19,,Active,,17
SUB002181,CUST01597,Free,0,2022-02-23,2022-08-22,Upgraded,,6
SUB002182,CUST01597,Pro,49,2022-08-22,2022-09-21,Downgraded,,1
SUB002183,CUST01597,Free,0,2022-09-21,2023-05-31,Churned,Switched to competitor,8
SUB002184,CUST01598,Free,0,2022-06-01,2023-08-31,Churned,No longer needed,15
SUB002185,CUST01599,Pro,49,2022-10-17,2023-01-09,Churned,Switched to competitor,2
SUB002186,CUST01600,Pro,49,2023-01-09,2023-01-09,Upgraded,,1
SUB002187,CUST01600,Business,149,2023-01-09,,Active,,24
SUB002188,CUST01601,Pro,49,2024-04-22,2024-08-11,Churned,Budget cuts,3
SUB002189,CUST01602,Pro,49,2022-08-16,2024-01-08,Downgraded,,17
SUB002190,CUST01602,Free,0,2024-01-08,2024-10-04,Upgraded,,9
SUB002191,CUST01602,Pro,49,2024-10-04,,Active,,2
SUB002192,CUST01603,Business,149,2024-03-22,,Active,,9
SUB002193,CUST01604,Pro,49,2023-06-13,2023-09-07,Churned,Technical issues,2
SUB002194,CUST01605,Business,149,2023-07-11,2024-06-05,Downgraded,,11
SUB002195,CUST01605,Pro,49,2024-06-05,,Active,,6
SUB002196,CUST01606,Free,0,2023-03-10,2023-04-26,Churned,No longer needed,1
SUB002197,CUST01607,Free,0,2022-06-08,2022-08-07,Upgraded,,2
SUB002198,CUST01607,Pro,49,2022-08-07,2023-07-22,Churned,Switched to competitor,11
SUB002199,CUST01608,Pro,49,2024-02-19,,Active,,10
SUB002200,CUST01609,Pro,49,2022-06-09,2022-08-08,Downgraded,,2
SUB002201,CUST01609,Free,0,2022-08-08,2023-07-25,Churned,No longer needed,11
SUB002202,CUST01610,Pro,49,2022-08-07,,Active,,29
SUB002203,CUST01611,Free,0,2023-02-18,2023-07-18,Upgraded,,5
SUB002204,CUST01611,Pro,49,2023-07-18,2023-08-29,Churned,Too expensive,1
SUB002205,CUST01612,Free,0,2022-04-02,2022-07-01,Upgraded,,3
SUB002206,CUST01612,Pro,49,2022-07-01,2023-01-11,Churned,Switched to competitor,6
SUB002207,CUST01613,Pro,49,2022-01-18,2023-08-17,Churned,Missing features,19
SUB002208,CUST01614,Free,0,2023-12-30,2024-04-03,Churned,No longer needed,3
SUB002209,CUST01615,Business,149,2024-10-28,,Active,,2
SUB002210,CUST01616,Pro,49,2022-03-18,2022-08-27,Churned,Technical issues,5
SUB002211,CUST01617,Pro,49,2023-04-20,2023-04-20,Downgraded,,1
SUB002212,CUST01617,Free,0,2023-04-20,2023-05-24,Churned,Switched to competitor,1
SUB002213,CUST01618,Free,0,2023-12-01,2024-10-11,Churned,Upgraded to paid,10
SUB002214,CUST01619,Business,149,2022-03-23,,Active,,33
SUB002215,CUST01620,Business,149,2022-06-03,2023-10-03,Churned,Switched to competitor,16
SUB002216,CUST01621,Business,149,2022-10-20,2024-02-14,Churned,Company shutdown,16
SUB002217,CUST01622,Free,0,2022-07-12,2024-10-05,Churned,Switched to competitor,27
SUB002218,CUST01623,Pro,49,2024-01-15,,Active,,11
SUB002219,CUST01624,Business,149,2024-08-27,,Active,,4
SUB002220,CUST01625,Business,149,2024-09-26,2025-01-16,Churned,Too expensive,3
SUB002221,CUST01626,Free,0,2024-06-21,2024-09-27,Churned,Upgraded to paid,3
SUB002222,CUST01627,Business,149,2024-07-10,2024-09-08,Downgraded,,2
SUB002223,CUST01627,Pro,49,2024-09-08,2024-10-31,Churned,Too expensive,1
SUB002224,CUST01628,Free,0,2023-05-17,2023-09-28,Churned,Upgraded to paid,4
SUB002225,CUST01629,Free,0,2024-02-09,2024-06-29,Churned,No longer needed,4
SUB002226,CUST01630,Pro,49,2022-07-11,2022-08-10,Upgraded,,1
SUB002227,CUST01630,Business,149,2022-08-10,2024-07-30,Downgraded,,24
SUB002228,CUST01630,Free,0,2024-07-30,,Active,,5
SUB002229,CUST01631,Business,149,2022-06-25,,Active,,30
SUB002230,CUST01632,Free,0,2023-02-13,2023-08-27,Churned,No longer needed,6
SUB002231,CUST01633,Free,0,2023-03-12,2023-05-07,Churned,Switched to competitor,1
SUB002232,CUST01634,Free,0,2022-11-15,2022-12-05,Churned,No longer needed,1
SUB002233,CUST01635,Pro,49,2024-02-18,2024-09-17,Churned,Switched to competitor,7
SUB002234,CUST01636,Free,0,2022-02-16,2022-04-30,Churned,Switched to competitor,2
SUB002235,CUST01637,Free,0,2022-06-21,2022-11-11,Churned,Switched to competitor,4
SUB002236,CUST01638,Free,0,2024-05-09,,Active,,7
SUB002237,CUST01639,Business,149,2024-05-27,,Active,,7
SUB002238,CUST01640,Pro,49,2024-08-31,,Active,,4
SUB002239,CUST01641,Business,149,2024-03-07,,Active,,9
SUB002240,CUST01642,Business,149,2022-10-24,2024-08-14,Downgraded,,22
SUB002241,CUST01642,Pro,49,2024-08-14,,Active,,4
SUB002242,CUST01643,Business,149,2023-10-11,,Active,,14
SUB002243,CUST01644,Business,149,2024-04-12,2024-07-24,Churned,Switched to competitor,3
SUB002244,CUST01645,Free,0,2024-07-09,,Active,,5
SUB002245,CUST01646,Pro,49,2024-05-10,,Active,,7
SUB002246,CUST01647,Free,0,2022-01-30,2022-02-07,Churned,Switched to competitor,1
SUB002247,CUST01648,Pro,49,2022-09-13,2023-02-02,Churned,Missing features,4
SUB002248,CUST01649,Business,149,2023-12-23,,Active,,12
SUB002249,CUST01650,Pro,49,2022-12-27,2023-09-23,Upgraded,,9
SUB002250,CUST01650,Business,149,2023-09-23,,Active,,15
SUB002251,CUST01651,Business,149,2024-06-11,2024-06-12,Churned,Too expensive,1
SUB002252,CUST01652,Free,0,2022-07-23,2024-08-31,Churned,Switched to competitor,25
SUB002253,CUST01653,Business,149,2022-08-01,,Active,,29
SUB002254,CUST01654,Business,149,2022-03-08,2023-02-24,Churned,Budget cuts,11
SUB002255,CUST01655,Pro,49,2023-02-05,2023-09-19,Churned,Switched to competitor,7
SUB002256,CUST01656,Free,0,2024-03-21,2024-06-19,Upgraded,,3
SUB002257,CUST01656,Business,149,2024-06-19,,Active,,6
SUB002258,CUST01657,Pro,49,2023-06-26,2024-04-27,Churned,Switched to competitor,10
SUB002259,CUST01658,Free,0,2022-03-08,2022-09-16,Churned,Upgraded to paid,6
SUB002260,CUST01659,Business,149,2023-10-13,2024-07-16,Churned,Missing features,9
SUB002261,CUST01660,Free,0,2023-01-30,2023-05-30,Upgraded,,4
SUB002262,CUST01660,Pro,49,2023-05-30,2023-10-27,Upgraded,,5
SUB002263,CUST01660,Business,149,2023-10-27,,Active,,14
SUB002264,CUST01661,Pro,49,2022-09-21,2022-10-21,Downgraded,,1
SUB002265,CUST01661,Free,0,2022-10-21,2023-09-17,Churned,Switched to competitor,11
SUB002266,CUST01662,Business,149,2022-11-21,,Active,,25
SUB002267,CUST01663,Free,0,2024-03-13,2024-05-12,Upgraded,,2
SUB002268,CUST01663,Pro,49,2024-05-12,,Active,,7
SUB002269,CUST01664,Free,0,2023-10-23,2024-03-21,Upgraded,,5
SUB002270,CUST01664,Pro,49,2024-03-21,2024-10-17,Upgraded,,7
SUB002271,CUST01664,Business,149,2024-10-17,,Active,,2
SUB002272,CUST01665,Business,149,2022-11-10,2024-08-01,Downgraded,,21
SUB002273,CUST01665,Pro,49,2024-08-01,,Active,,5
SUB002274,CUST01666,Business,149,2024-02-23,,Active,,10
SUB002275,CUST01667,Free,0,2024-01-04,,Active,,12
SUB002276,CUST01668,Business,149,2023-05-18,,Active,,19
SUB002277,CUST01669,Pro,49,2022-06-19,2023-03-20,Churned,Too expensive,9
SUB002278,CUST01670,Free,0,2022-08-16,2023-06-04,Churned,Upgraded to paid,9
SUB002279,CUST01671,Free,0,2023-01-05,,Active,,24
SUB002280,CUST01672,Free,0,2022-07-26,2022-08-25,Upgraded,,1
SUB002281,CUST01672,Pro,49,2022-08-25,2023-04-12,Churned,Missing features,7
SUB002282,CUST01673,Free,0,2023-03-07,2023-07-20,Churned,Upgraded to paid,4
SUB002283,CUST01674,Business,149,2023-01-04,,Active,,24
SUB002284,CUST01675,Business,149,2022-08-29,2023-02-07,Churned,Missing features,5
SUB002285,CUST01676,Free,0,2022-11-21,2023-01-08,Churned,Upgraded to paid,1
SUB002286,CUST01677,Free,0,2022-02-17,2022-04-18,Upgraded,,2
SUB002287,CUST01677,Pro,49,2022-04-18,2023-12-09,Upgraded,,20
SUB002288,CUST01677,Business,149,2023-12-09,,Active,,12
SUB002289,CUST01678,Pro,49,2022-03-02,2023-10-27,Churned,Budget cuts,20
SUB002290,CUST01679,Business,149,2023-07-15,,Active,,17
SUB002291,CUST01680,Pro,49,2024-10-12,,Active,,2
SUB002292,CUST01681,Pro,49,2023-07-30,2024-03-26,Upgraded,,8
SUB002293,CUST01681,Business,149,2024-03-26,,Active,,9
SUB002294,CUST01682,Pro,49,2022-12-06,2022-12-06,Upgraded,,1
SUB002295,CUST01682,Business,149,2022-12-06,2024-06-23,Churned,Too expensive,18
SUB002296,CUST01683,Pro,49,2023-07-11,,Active,,17
SUB002297,CUST01684,Free,0,2023-12-24,2024-11-25,Churned,No longer needed,11
SUB002298,CUST01685,Business,149,2023-06-03,,Active,,19
SUB002299,CUST01686,Business,149,2023-12-23,2024-08-02,Churned,Budget cuts,7
SUB002300,CUST01687,Free,0,2024-01-03,2024-10-18,Churned,No longer needed,9
SUB002301,CUST01688,Pro,49,2022-09-08,2022-10-11,Churned,Too expensive,1
SUB002302,CUST01689,Free,0,2023-10-21,,Active,,14
SUB002303,CUST01690,Pro,49,2023-03-22,2024-02-07,Churned,Switched to competitor,10
SUB002304,CUST01691,Business,149,2024-05-13,2024-07-21,Churned,Too expensive,2
SUB002305,CUST01692,Business,149,2022-04-12,2022-10-09,Downgraded,,6
SUB002306,CUST01692,Free,0,2022-10-09,2024-08-12,Churned,Switched to competitor,22
SUB002307,CUST01693,Pro,49,2022-09-12,2022-11-06,Churned,Missing features,1
SUB002308,CUST01694,Business,149,2022-02-13,,Active,,35
SUB002309,CUST01695,Business,149,2023-08-06,2023-09-22,Churned,Budget cuts,1
SUB002310,CUST01696,Free,0,2023-11-22,,Active,,13
SUB002311,CUST01697,Business,149,2023-09-09,2024-05-11,Churned,Missing features,8
SUB002312,CUST01698,Pro,49,2022-04-07,2023-06-01,Upgraded,,14
SUB002313,CUST01698,Business,149,2023-06-01,,Active,,19
SUB002314,CUST01699,Free,0,2024-02-05,2024-02-09,Churned,Upgraded to paid,1
SUB002315,CUST01700,Pro,49,2022-08-04,2023-11-08,Churned,Budget cuts,15
SUB002316,CUST01701,Free,0,2024-01-26,2024-02-25,Upgraded,,1
SUB002317,CUST01701,Pro,49,2024-02-25,2024-10-22,Upgraded,,8
SUB002318,CUST01701,Business,149,2024-10-22,,Active,,2
SUB002319,CUST01702,Free,0,2023-06-16,,Active,,18
SUB002320,CUST01703,Business,149,2023-06-25,2024-05-10,Churned,Company shutdown,10
SUB002321,CUST01704,Free,0,2022-12-15,2023-05-06,Churned,No longer needed,4
SUB002322,CUST01705,Pro,49,2024-04-26,,Active,,8
SUB002323,CUST01706,Pro,49,2024-09-05,2024-11-04,Upgraded,,2
SUB002324,CUST01706,Business,149,2024-11-04,,Active,,1
SUB002325,CUST01707,Free,0,2023-06-25,2023-07-06,Churned,No longer needed,1
SUB002326,CUST01708,Pro,49,2023-02-26,,Active,,22
SUB002327,CUST01709,Pro,49,2023-03-19,2023-05-04,Churned,Switched to competitor,1
SUB002328,CUST01710,Pro,49,2023-10-04,2024-12-08,Churned,Missing features,14
SUB002329,CUST01711,Free,0,2022-08-05,2022-11-03,Upgraded,,3
SUB002330,CUST01711,Pro,49,2022-11-03,2023-03-14,Churned,Missing features,4
SUB002331,CUST01712,Free,0,2023-02-20,2024-10-23,Churned,Upgraded to paid,20
SUB002332,CUST01713,Free,0,2023-09-22,2024-12-13,Churned,No longer needed,14
SUB002333,CUST01714,Pro,49,2022-08-14,2022-08-14,Upgraded,,1
SUB002334,CUST01714,Business,149,2022-08-14,2023-07-26,Churned,Company shutdown,11
SUB002335,CUST01715,Pro,49,2024-07-16,,Active,,5
SUB002336,CUST01716,Pro,49,2023-03-11,2023-05-25,Churned,Missing features,2
SUB002337,CUST01717,Free,0,2023-07-13,2024-02-08,Upgraded,,7
SUB002338,CUST01717,Pro,49,2024-02-08,2024-06-25,Churned,Too expensive,4
SUB002339,CUST01718,Free,0,2023-08-26,2023-12-05,Churned,No longer needed,3
SUB002340,CUST01719,Free,0,2024-06-06,,Active,,6
SUB002341,CUST01720,Free,0,2022-08-24,2023-09-29,Churned,No longer needed,13
SUB002342,CUST01721,Pro,49,2022-07-26,2022-07-26,Downgraded,,1
SUB002343,CUST01721,Free,0,2022-07-26,2022-12-25,Churned,Upgraded to paid,5
SUB002344,CUST01722,Pro,49,2023-03-27,2024-09-17,Downgraded,,18
SUB002345,CUST01722,Free,0,2024-09-17,,Active,,3
SUB002346,CUST01723,Free,0,2023-12-13,2024-09-24,Churned,No longer needed,9
SUB002347,CUST01724,Pro,49,2023-01-15,2023-03-24,Churned,Budget cuts,2
SUB002348,CUST01725,Free,0,2023-05-04,2023-06-07,Churned,No longer needed,1
SUB002349,CUST01726,Free,0,2022-10-18,2023-05-01,Churned,No longer needed,6
SUB002350,CUST01727,Pro,49,2023-06-25,2024-02-07,Churned,Technical issues,7
SUB002351,CUST01728,Pro,49,2023-12-23,2024-09-16,Churned,Budget cuts,8
SUB002352,CUST01729,Pro,49,2022-08-13,2023-10-07,Downgraded,,14
SUB002353,CUST01729,Free,0,2023-10-07,2024-01-22,Churned,Upgraded to paid,3
SUB002354,CUST01730,Free,0,2024-10-27,,Active,,2
SUB002355,CUST01731,Business,149,2023-11-19,2024-08-31,Churned,Missing features,9
SUB002356,CUST01732,Business,149,2024-09-23,,Active,,3
SUB002357,CUST01733,Pro,49,2023-11-15,2024-07-12,Downgraded,,8
SUB002358,CUST01733,Free,0,2024-07-12,,Active,,5
SUB002359,CUST01734,Free,0,2022-02-12,2022-03-26,Churned,Switched to competitor,1
SUB002360,CUST01735,Pro,49,2024-10-16,,Active,,2
SUB002361,CUST01736,Business,149,2023-02-27,2023-06-27,Downgraded,,4
SUB002362,CUST01736,Pro,49,2023-06-27,2023-11-24,Downgraded,,5
SUB002363,CUST01736,Free,0,2023-11-24,2024-09-20,Churned,No longer needed,10
SUB002364,CUST01737,Business,149,2023-07-15,2024-09-27,Churned,Company shutdown,14
SUB002365,CUST01738,Business,149,2022-12-25,2023-06-20,Churned,Missing features,5
SUB002366,CUST01739,Free,0,2024-05-04,2024-05-20,Churned,Switched to competitor,1
SUB002367,CUST01740,Pro,49,2023-12-05,2023-12-05,Downgraded,,1
SUB002368,CUST01740,Free,0,2023-12-05,2024-06-02,Upgraded,,6
SUB002369,CUST01740,Pro,49,2024-06-02,,Active,,7
SUB002370,CUST01741,Business,149,2023-08-14,2023-09-13,Downgraded,,1
SUB002371,CUST01741,Pro,49,2023-09-13,,Active,,15
SUB002372,CUST01742,Pro,49,2022-11-04,2024-04-05,Churned,Budget cuts,17
SUB002373,CUST01743,Pro,49,2024-09-24,2024-10-27,Churned,Budget cuts,1
SUB002374,CUST01744,Free,0,2022-09-10,2022-10-08,Churned,No longer needed,1
SUB002375,CUST01745,Free,0,2022-04-13,2023-05-08,Upgraded,,13
SUB002376,CUST01745,Pro,49,2023-05-08,2024-11-04,Churned,Budget cuts,18
SUB002377,CUST01746,Free,0,2022-11-14,2024-06-06,Upgraded,,19
SUB002378,CUST01746,Pro,49,2024-06-06,,Active,,6
SUB002379,CUST01747,Free,0,2024-06-03,2024-08-10,Churned,Upgraded to paid,2
SUB002380,CUST01748,Free,0,2023-05-25,2023-06-04,Churned,Switched to competitor,1
SUB002381,CUST01749,Free,0,2023-09-11,2023-09-23,Churned,No longer needed,1
SUB002382,CUST01750,Free,0,2022-10-13,2023-02-10,Upgraded,,4
SUB002383,CUST01750,Pro,49,2023-02-10,2023-08-18,Churned,Too expensive,6
SUB002384,CUST01751,Business,149,2023-09-09,,Active,,15
SUB002385,CUST01752,Pro,49,2023-01-11,,Active,,24
SUB002386,CUST01753,Free,0,2023-10-04,2024-08-16,Churned,No longer needed,10
SUB002387,CUST01754,Free,0,2024-08-13,,Active,,4
SUB002388,CUST01755,Business,149,2024-05-12,2024-10-13,Churned,Missing features,5
SUB002389,CUST01756,Pro,49,2024-02-04,2024-06-26,Churned,Budget cuts,4
SUB002390,CUST01757,Pro,49,2024-03-15,,Active,,9
SUB002391,CUST01758,Business,149,2022-04-22,2023-07-16,Downgraded,,15
SUB002392,CUST01758,Pro,49,2023-07-16,,Active,,17
SUB002393,CUST01759,Pro,49,2022-07-19,2023-09-17,Churned,Missing features,14
