transaction_id,subscription_id,customer_id,transaction_date,amount,plan,payment_status,payment_method
TXN0004057,SUB000645,CUST00467,2024-09-12,149,Business,Paid,Bank Transfer
TXN0004058,SUB000645,CUST00467,2024-10-12,149,Business,Paid,PayPal
TXN0004059,SUB000645,CUST00467,2024-11-11,149,Business,Paid,PayPal
TXN0004060,SUB000645,CUST00467,2024-12-11,149,Business,Paid,Stripe
TXN0004061,SUB000646,CUST00468,2023-10-07,49,Pro,Paid,PayPal
TXN0004062,SUB000646,CUST00468,2023-11-06,49,Pro,Paid,PayPal
TXN0004063,SUB000646,CUST00468,2023-12-06,49,Pro,Paid,PayPal
TXN0004064,SUB000646,CUST00468,2024-01-05,49,Pro,Paid,Credit Card
TXN0004065,SUB000646,CUST00468,2024-02-04,49,Pro,Paid,PayPal
TXN0004066,SUB000646,CUST00468,2024-03-05,49,Pro,Paid,Credit Card
TXN0004067,SUB000646,CUST00468,2024-04-04,49,Pro,Paid,Stripe
TXN0004068,SUB000646,CUST00468,2024-05-04,49,Pro,Paid,PayPal
TXN0004069,SUB000646,CUST00468,2024-06-03,49,Pro,Paid,Credit Card
TXN0004070,SUB000646,CUST00468,2024-07-03,49,Pro,Paid,PayPal
TXN0004071,SUB000646,CUST00468,2024-08-02,49,Pro,Paid,Credit Card
TXN0004072,SUB000646,CUST00468,2024-09-01,49,Pro,Paid,Credit Card
TXN0004073,SUB000646,CUST00468,2024-10-01,49,Pro,Paid,PayPal
TXN0004074,SUB000646,CUST00468,2024-10-31,49,Pro,Paid,Bank Transfer
TXN0004075,SUB000646,CUST00468,2024-11-30,0,Pro,Failed,PayPal
TXN0004076,SUB000646,CUST00468,2024-12-30,0,Pro,Failed,Credit Card
TXN0004077,SUB000647,CUST00469,2023-08-07,149,Business,Paid,Bank Transfer
TXN0004078,SUB000647,CUST00469,2023-09-06,149,Business,Paid,Credit Card
TXN0004079,SUB000647,CUST00469,2023-10-06,149,Business,Paid,Stripe
TXN0004080,SUB000647,CUST00469,2023-11-05,149,Business,Paid,Bank Transfer
TXN0004081,SUB000648,CUST00470,2023-02-25,49,Pro,Paid,Stripe
TXN0004082,SUB000648,CUST00470,2023-03-27,49,Pro,Paid,Credit Card
TXN0004083,SUB000648,CUST00470,2023-04-26,49,Pro,Paid,Stripe
TXN0004084,SUB000648,CUST00470,2023-05-26,49,Pro,Paid,Bank Transfer
TXN0004085,SUB000648,CUST00470,2023-06-25,49,Pro,Paid,Stripe
TXN0004086,SUB000648,CUST00470,2023-07-25,49,Pro,Paid,PayPal
TXN0004087,SUB000648,CUST00470,2023-08-24,49,Pro,Paid,Unknown
TXN0004088,SUB000648,CUST00470,2023-09-23,49,Pro,Paid,Bank Transfer
TXN0004089,SUB000648,CUST00470,2023-10-23,49,Pro,Paid,Stripe
TXN0004090,SUB000648,CUST00470,2023-11-22,49,Pro,Paid,PayPal
TXN0004091,SUB000648,CUST00470,2023-12-22,49,Pro,Paid,Credit Card
TXN0004092,SUB000648,CUST00470,2024-01-21,49,Pro,Paid,Unknown
TXN0004093,SUB000648,CUST00470,2024-02-20,49,Pro,Paid,Credit Card
TXN0004094,SUB000648,CUST00470,2024-03-21,49,Pro,Paid,Bank Transfer
TXN0004095,SUB000648,CUST00470,2024-04-20,49,Pro,Paid,Stripe
TXN0004096,SUB000648,CUST00470,2024-05-20,49,Pro,Paid,PayPal
TXN0004097,SUB000648,CUST00470,2024-06-19,49,Pro,Paid,Bank Transfer
TXN0004098,SUB000651,CUST00473,2024-05-11,49,Pro,Paid,Unknown
TXN0004099,SUB000651,CUST00473,2024-06-10,49,Pro,Paid,PayPal
TXN0004100,SUB000651,CUST00473,2024-07-10,49,Pro,Paid,PayPal
TXN0004101,SUB000651,CUST00473,2024-08-09,49,Pro,Paid,Stripe
TXN0004102,SUB000651,CUST00473,2024-09-08,49,Pro,Paid,Stripe
TXN0004103,SUB000652,CUST00474,2022-05-19,149,Business,Paid,Credit Card
TXN0004104,SUB000652,CUST00474,2022-06-18,0,Business,Failed,Stripe
TXN0004105,SUB000652,CUST00474,2022-07-18,149,Business,Paid,Bank Transfer
TXN0004106,SUB000652,CUST00474,2022-08-17,0,Business,Failed,Bank Transfer
TXN0004107,SUB000652,CUST00474,2022-09-16,149,Business,Paid,Bank Transfer
TXN0004108,SUB000652,CUST00474,2022-10-16,149,Business,Paid,Stripe
TXN0004109,SUB000652,CUST00474,2022-11-15,149,Business,Paid,Stripe
TXN0004110,SUB000652,CUST00474,2022-12-15,149,Business,Paid,PayPal
TXN0004111,SUB000652,CUST00474,2023-01-14,149,Business,Paid,PayPal
TXN0004112,SUB000652,CUST00474,2023-02-13,149,Business,Paid,PayPal
TXN0004113,SUB000652,CUST00474,2023-03-15,0,Business,Refunded,Bank Transfer
TXN0004114,SUB000652,CUST00474,2023-04-14,149,Business,Paid,Credit Card
TXN0004115,SUB000655,CUST00477,2022-06-11,149,Business,Paid,Stripe
TXN0004116,SUB000655,CUST00477,2022-07-11,149,Business,Paid,PayPal
TXN0004117,SUB000655,CUST00477,2022-08-10,149,Business,Paid,Stripe
TXN0004118,SUB000655,CUST00477,2022-09-09,149,Business,Paid,Credit Card
TXN0004119,SUB000655,CUST00477,2022-10-09,149,Business,Paid,Stripe
TXN0004120,SUB000655,CUST00477,2022-11-08,149,Business,Paid,Bank Transfer
TXN0004121,SUB000655,CUST00477,2022-12-08,149,Business,Paid,Stripe
TXN0004122,SUB000655,CUST00477,2023-01-07,149,Business,Paid,Stripe
TXN0004123,SUB000655,CUST00477,2023-02-06,149,Business,Paid,PayPal
TXN0004124,SUB000655,CUST00477,2023-03-08,149,Business,Paid,PayPal
TXN0004125,SUB000655,CUST00477,2023-04-07,149,Business,Paid,Credit Card
TXN0004126,SUB000655,CUST00477,2023-05-07,149,Business,Paid,Bank Transfer
TXN0004127,SUB000655,CUST00477,2023-06-06,149,Business,Paid,Bank Transfer
TXN0004128,SUB000655,CUST00477,2023-07-06,149,Business,Paid,Credit Card
TXN0004129,SUB000655,CUST00477,2023-08-05,149,Business,Paid,Stripe
TXN0004130,SUB000655,CUST00477,2023-09-04,149,Business,Paid,PayPal
TXN0004131,SUB000655,CUST00477,2023-10-04,149,Business,Paid,Credit Card
TXN0004132,SUB000655,CUST00477,2023-11-03,149,Business,Paid,Bank Transfer
TXN0004133,SUB000655,CUST00477,2023-12-03,149,Business,Paid,Stripe
TXN0004134,SUB000655,CUST00477,2024-01-02,149,Business,Paid,Credit Card
TXN0004135,SUB000655,CUST00477,2024-02-01,149,Business,Paid,PayPal
TXN0004136,SUB000655,CUST00477,2024-03-02,149,Business,Paid,PayPal
TXN0004137,SUB000655,CUST00477,2024-04-01,149,Business,Paid,Credit Card
TXN0004138,SUB000655,CUST00477,2024-05-01,149,Business,Paid,Credit Card
TXN0004139,SUB000655,CUST00477,2024-05-31,149,Business,Paid,Credit Card
TXN0004140,SUB000655,CUST00477,2024-06-30,149,Business,Paid,PayPal
TXN0004141,SUB000655,CUST00477,2024-07-30,149,Business,Paid,Credit Card
TXN0004142,SUB000655,CUST00477,2024-08-29,149,Business,Paid,PayPal
TXN0004143,SUB000655,CUST00477,2024-09-28,149,Business,Paid,PayPal
TXN0004144,SUB000655,CUST00477,2024-10-28,149,Business,Paid,Bank Transfer
TXN0004145,SUB000655,CUST00477,2024-11-27,0,Business,Refunded,Credit Card
TXN0004146,SUB000655,CUST00477,2024-12-27,149,Business,Paid,Stripe
TXN0004147,SUB000657,CUST00479,2024-06-14,149,Business,Paid,Credit Card
TXN0004148,SUB000657,CUST00479,2024-07-14,0,Business,Failed,PayPal
TXN0004149,SUB000657,CUST00479,2024-08-13,149,Business,Paid,PayPal
TXN0004150,SUB000657,CUST00479,2024-09-12,149,Business,Paid,Credit Card
TXN0004151,SUB000657,CUST00479,2024-10-12,149,Business,Paid,Credit Card
TXN0004152,SUB000657,CUST00479,2024-11-11,149,Business,Paid,Bank Transfer
TXN0004153,SUB000657,CUST00479,2024-12-11,149,Business,Paid,Credit Card
TXN0004154,SUB000658,CUST00480,2024-07-17,49,Pro,Paid,Credit Card
TXN0004155,SUB000658,CUST00480,2024-08-16,49,Pro,Paid,Stripe
TXN0004156,SUB000658,CUST00480,2024-09-15,49,Pro,Paid,Unknown
TXN0004157,SUB000658,CUST00480,2024-10-15,49,Pro,Paid,Stripe
TXN0004158,SUB000658,CUST00480,2024-11-14,49,Pro,Paid,Bank Transfer
TXN0004159,SUB000658,CUST00480,2024-12-14,49,Pro,Paid,PayPal
TXN0004160,SUB000659,CUST00481,2022-12-26,49,Pro,Paid,Credit Card
TXN0004161,SUB000659,CUST00481,2023-01-25,49,Pro,Paid,Credit Card
TXN0004162,SUB000659,CUST00481,2023-02-24,49,Pro,Paid,Credit Card
TXN0004163,SUB000659,CUST00481,2023-03-26,49,Pro,Paid,Stripe
TXN0004164,SUB000659,CUST00481,2023-04-25,49,Pro,Paid,PayPal
TXN0004165,SUB000659,CUST00481,2023-05-25,49,Pro,Paid,Stripe
TXN0004166,SUB000659,CUST00481,2023-06-24,49,Pro,Paid,Bank Transfer
TXN0004167,SUB000660,CUST00482,2023-12-12,49,Pro,Paid,Stripe
TXN0004168,SUB000660,CUST00482,2024-01-11,49,Pro,Paid,Credit Card
TXN0004169,SUB000660,CUST00482,2024-02-10,49,Pro,Paid,Unknown
TXN0004170,SUB000661,CUST00483,2023-07-05,149,Business,Paid,Stripe
TXN0004171,SUB000662,CUST00483,2023-07-05,49,Pro,Paid,PayPal
TXN0004172,SUB000662,CUST00483,2023-08-04,49,Pro,Paid,Credit Card
TXN0004173,SUB000662,CUST00483,2023-09-03,49,Pro,Paid,Bank Transfer
TXN0004174,SUB000662,CUST00483,2023-10-03,49,Pro,Paid,Stripe
TXN0004175,SUB000662,CUST00483,2023-11-02,49,Pro,Paid,Bank Transfer
TXN0004176,SUB000662,CUST00483,2023-12-02,49,Pro,Paid,Bank Transfer
TXN0004177,SUB000662,CUST00483,2024-01-01,49,Pro,Paid,Bank Transfer
TXN0004178,SUB000662,CUST00483,2024-01-31,49,Pro,Paid,Stripe
TXN0004179,SUB000662,CUST00483,2024-03-01,49,Pro,Paid,Credit Card
TXN0004180,SUB000662,CUST00483,2024-03-31,49,Pro,Paid,PayPal
TXN0004181,SUB000662,CUST00483,2024-04-30,49,Pro,Paid,PayPal
TXN0004182,SUB000662,CUST00483,2024-05-30,49,Pro,Paid,Credit Card
TXN0004183,SUB000662,CUST00483,2024-06-29,49,Pro,Paid,Credit Card
TXN0004184,SUB000662,CUST00483,2024-07-29,49,Pro,Paid,PayPal
TXN0004185,SUB000663,CUST00483,2024-07-29,149,Business,Paid,PayPal
TXN0004186,SUB000663,CUST00483,2024-08-28,149,Business,Paid,Credit Card
TXN0004187,SUB000663,CUST00483,2024-09-27,149,Business,Paid,Stripe
TXN0004188,SUB000663,CUST00483,2024-10-27,149,Business,Paid,Unknown
TXN0004189,SUB000663,CUST00483,2024-11-26,149,Business,Paid,Bank Transfer
TXN0004190,SUB000663,CUST00483,2024-12-26,149,Business,Paid,PayPal
TXN0004191,SUB000664,CUST00484,2023-07-12,149,Business,Paid,Stripe
TXN0004192,SUB000664,CUST00484,2023-08-11,149,Business,Paid,Credit Card
TXN0004193,SUB000664,CUST00484,2023-09-10,149,Business,Paid,Bank Transfer
TXN0004194,SUB000664,CUST00484,2023-10-10,149,Business,Paid,Stripe
TXN0004195,SUB000664,CUST00484,2023-11-09,149,Business,Paid,PayPal
TXN0004196,SUB000664,CUST00484,2023-12-09,149,Business,Paid,Credit Card
TXN0004197,SUB000664,CUST00484,2024-01-08,149,Business,Paid,Stripe
TXN0004198,SUB000665,CUST00485,2024-10-13,49,Pro,Paid,PayPal
TXN0004199,SUB000665,CUST00485,2024-11-12,49,Pro,Paid,Credit Card
TXN0004200,SUB000665,CUST00485,2024-12-12,49,Pro,Paid,Credit Card
TXN0004201,SUB000666,CUST00486,2024-01-24,149,Business,Paid,Bank Transfer
TXN0004202,SUB000666,CUST00486,2024-02-23,149,Business,Paid,PayPal
TXN0004203,SUB000667,CUST00487,2022-01-06,0,Pro,Failed,Credit Card
TXN0004204,SUB000667,CUST00487,2022-02-05,49,Pro,Paid,Credit Card
TXN0004205,SUB000667,CUST00487,2022-03-07,49,Pro,Paid,Stripe
TXN0004206,SUB000667,CUST00487,2022-04-06,49,Pro,Paid,Credit Card
TXN0004207,SUB000667,CUST00487,2022-05-06,49,Pro,Paid,Credit Card
TXN0004208,SUB000667,CUST00487,2022-06-05,49,Pro,Paid,Credit Card
TXN0004209,SUB000667,CUST00487,2022-07-05,49,Pro,Paid,Credit Card
TXN0004210,SUB000667,CUST00487,2022-08-04,49,Pro,Paid,Stripe
TXN0004211,SUB000667,CUST00487,2022-09-03,49,Pro,Paid,PayPal
TXN0004212,SUB000667,CUST00487,2022-10-03,49,Pro,Paid,Bank Transfer
TXN0004213,SUB000667,CUST00487,2022-11-02,49,Pro,Paid,Credit Card
TXN0004214,SUB000667,CUST00487,2022-12-02,49,Pro,Paid,Credit Card
TXN0004215,SUB000669,CUST00488,2023-01-02,0,Business,Failed,Credit Card
TXN0004216,SUB000669,CUST00488,2023-02-01,149,Business,Paid,PayPal
TXN0004217,SUB000671,CUST00489,2023-04-05,49,Pro,Paid,Stripe
TXN0004218,SUB000671,CUST00489,2023-05-05,0,Pro,Failed,Bank Transfer
TXN0004219,SUB000671,CUST00489,2023-06-04,49,Pro,Paid,Stripe
TXN0004220,SUB000671,CUST00489,2023-07-04,49,Pro,Paid,Credit Card
TXN0004221,SUB000671,CUST00489,2023-08-03,49,Pro,Paid,Stripe
TXN0004222,SUB000671,CUST00489,2023-09-02,49,Pro,Paid,PayPal
TXN0004223,SUB000671,CUST00489,2023-10-02,49,Pro,Paid,PayPal
TXN0004224,SUB000671,CUST00489,2023-11-01,49,Pro,Paid,Bank Transfer
TXN0004225,SUB000671,CUST00489,2023-12-01,49,Pro,Paid,Stripe
TXN0004226,SUB000671,CUST00489,2023-12-31,49,Pro,Paid,Credit Card
TXN0004227,SUB000671,CUST00489,2024-01-30,49,Pro,Paid,PayPal
TXN0004228,SUB000671,CUST00489,2024-02-29,49,Pro,Paid,Bank Transfer
TXN0004229,SUB000671,CUST00489,2024-03-30,49,Pro,Paid,Credit Card
TXN0004230,SUB000672,CUST00489,2024-03-30,149,Business,Paid,Bank Transfer
TXN0004231,SUB000672,CUST00489,2024-04-29,149,Business,Paid,Credit Card
TXN0004232,SUB000672,CUST00489,2024-05-29,149,Business,Paid,Bank Transfer
TXN0004233,SUB000672,CUST00489,2024-06-28,149,Business,Paid,PayPal
TXN0004234,SUB000672,CUST00489,2024-07-28,0,Business,Refunded,Bank Transfer
TXN0004235,SUB000672,CUST00489,2024-08-27,149,Business,Paid,Stripe
TXN0004236,SUB000672,CUST00489,2024-09-26,149,Business,Paid,PayPal
TXN0004237,SUB000672,CUST00489,2024-10-26,149,Business,Paid,Bank Transfer
TXN0004238,SUB000672,CUST00489,2024-11-25,149,Business,Paid,Bank Transfer
TXN0004239,SUB000672,CUST00489,2024-12-25,149,Business,Paid,Bank Transfer
TXN0004240,SUB000674,CUST00491,2022-04-05,49,Pro,Paid,Bank Transfer
TXN0004241,SUB000674,CUST00491,2022-05-05,49,Pro,Paid,Stripe
TXN0004242,SUB000674,CUST00491,2022-06-04,49,Pro,Paid,PayPal
TXN0004243,SUB000677,CUST00494,2023-05-18,49,Pro,Paid,Bank Transfer
TXN0004244,SUB000677,CUST00494,2023-06-17,49,Pro,Paid,Bank Transfer
TXN0004245,SUB000677,CUST00494,2023-07-17,49,Pro,Paid,PayPal
TXN0004246,SUB000677,CUST00494,2023-08-16,49,Pro,Paid,PayPal
TXN0004247,SUB000677,CUST00494,2023-09-15,49,Pro,Paid,Bank Transfer
TXN0004248,SUB000679,CUST00494,2024-01-13,49,Pro,Paid,Bank Transfer
TXN0004249,SUB000679,CUST00494,2024-02-12,49,Pro,Paid,Bank Transfer
TXN0004250,SUB000679,CUST00494,2024-03-13,49,Pro,Paid,Stripe
TXN0004251,SUB000679,CUST00494,2024-04-12,0,Pro,Failed,Credit Card
TXN0004252,SUB000679,CUST00494,2024-05-12,49,Pro,Paid,Bank Transfer
TXN0004253,SUB000679,CUST00494,2024-06-11,49,Pro,Paid,Bank Transfer
TXN0004254,SUB000679,CUST00494,2024-07-11,49,Pro,Paid,Bank Transfer
TXN0004255,SUB000679,CUST00494,2024-08-10,49,Pro,Paid,Stripe
TXN0004256,SUB000679,CUST00494,2024-09-09,49,Pro,Paid,Unknown
TXN0004257,SUB000679,CUST00494,2024-10-09,49,Pro,Paid,Credit Card
TXN0004258,SUB000679,CUST00494,2024-11-08,0,Pro,Failed,Bank Transfer
TXN0004259,SUB000679,CUST00494,2024-12-08,49,Pro,Paid,Bank Transfer
TXN0004260,SUB000680,CUST00495,2022-01-20,49,Pro,Paid,Stripe
TXN0004261,SUB000680,CUST00495,2022-02-19,49,Pro,Paid,Bank Transfer
TXN0004262,SUB000682,CUST00497,2022-10-19,149,Business,Paid,Bank Transfer
TXN0004263,SUB000682,CUST00497,2022-11-18,149,Business,Paid,Stripe
TXN0004264,SUB000682,CUST00497,2022-12-18,149,Business,Paid,PayPal
TXN0004265,SUB000682,CUST00497,2023-01-17,149,Business,Paid,Credit Card
TXN0004266,SUB000682,CUST00497,2023-02-16,149,Business,Paid,Bank Transfer
TXN0004267,SUB000682,CUST00497,2023-03-18,149,Business,Paid,PayPal
TXN0004268,SUB000682,CUST00497,2023-04-17,0,Business,Failed,Stripe
TXN0004269,SUB000682,CUST00497,2023-05-17,149,Business,Paid,Stripe
TXN0004270,SUB000682,CUST00497,2023-06-16,149,Business,Paid,Bank Transfer
TXN0004271,SUB000683,CUST00498,2024-02-02,49,Pro,Paid,Bank Transfer
TXN0004272,SUB000683,CUST00498,2024-03-03,49,Pro,Paid,Stripe
TXN0004273,SUB000683,CUST00498,2024-04-02,49,Pro,Paid,Bank Transfer
TXN0004274,SUB000683,CUST00498,2024-05-02,49,Pro,Paid,Credit Card
TXN0004275,SUB000683,CUST00498,2024-06-01,0,Pro,Failed,Credit Card
TXN0004276,SUB000683,CUST00498,2024-07-01,49,Pro,Paid,Stripe
TXN0004277,SUB000683,CUST00498,2024-07-31,49,Pro,Paid,Bank Transfer
TXN0004278,SUB000683,CUST00498,2024-08-30,0,Pro,Failed,Bank Transfer
TXN0004279,SUB000683,CUST00498,2024-09-29,49,Pro,Paid,Credit Card
TXN0004280,SUB000683,CUST00498,2024-10-29,49,Pro,Paid,PayPal
TXN0004281,SUB000683,CUST00498,2024-11-28,49,Pro,Paid,PayPal
TXN0004282,SUB000683,CUST00498,2024-12-28,49,Pro,Paid,Credit Card
TXN0004283,SUB000685,CUST00499,2024-11-13,49,Pro,Paid,Stripe
TXN0004284,SUB000685,CUST00499,2024-12-13,49,Pro,Paid,Stripe
TXN0004285,SUB000686,CUST00500,2023-08-21,149,Business,Paid,Credit Card
TXN0004286,SUB000686,CUST00500,2023-09-20,149,Business,Paid,Bank Transfer
TXN0004287,SUB000686,CUST00500,2023-10-20,0,Business,Refunded,PayPal
TXN0004288,SUB000688,CUST00502,2022-08-12,0,Pro,Failed,Credit Card
TXN0004289,SUB000688,CUST00502,2022-09-11,49,Pro,Paid,Bank Transfer
TXN0004290,SUB000688,CUST00502,2022-10-11,49,Pro,Paid,Bank Transfer
TXN0004291,SUB000688,CUST00502,2022-11-10,49,Pro,Paid,Stripe
TXN0004292,SUB000688,CUST00502,2022-12-10,49,Pro,Paid,Stripe
TXN0004293,SUB000688,CUST00502,2023-01-09,0,Pro,Refunded,Bank Transfer
TXN0004294,SUB000690,CUST00504,2022-07-05,0,Business,Refunded,Bank Transfer
TXN0004295,SUB000690,CUST00504,2022-08-04,149,Business,Paid,Stripe
TXN0004296,SUB000690,CUST00504,2022-09-03,149,Business,Paid,Stripe
TXN0004297,SUB000690,CUST00504,2022-10-03,149,Business,Paid,Credit Card
TXN0004298,SUB000690,CUST00504,2022-11-02,149,Business,Paid,PayPal
TXN0004299,SUB000690,CUST00504,2022-12-02,149,Business,Paid,Credit Card
TXN0004300,SUB000690,CUST00504,2023-01-01,149,Business,Paid,Stripe
TXN0004301,SUB000690,CUST00504,2023-01-31,149,Business,Paid,Stripe
TXN0004302,SUB000690,CUST00504,2023-03-02,149,Business,Paid,PayPal
TXN0004303,SUB000690,CUST00504,2023-04-01,149,Business,Paid,Credit Card
TXN0004304,SUB000690,CUST00504,2023-05-01,149,Business,Paid,Stripe
TXN0004305,SUB000690,CUST00504,2023-05-31,149,Business,Paid,Stripe
TXN0004306,SUB000690,CUST00504,2023-06-30,149,Business,Paid,Stripe
TXN0004307,SUB000690,CUST00504,2023-07-30,149,Business,Paid,Stripe
TXN0004308,SUB000690,CUST00504,2023-08-29,149,Business,Paid,Credit Card
TXN0004309,SUB000690,CUST00504,2023-09-28,149,Business,Paid,PayPal
TXN0004310,SUB000690,CUST00504,2023-10-28,149,Business,Paid,Stripe
TXN0004311,SUB000690,CUST00504,2023-11-27,149,Business,Paid,Bank Transfer
TXN0004312,SUB000690,CUST00504,2023-12-27,149,Business,Paid,PayPal
TXN0004313,SUB000690,CUST00504,2024-01-26,0,Business,Failed,Credit Card
TXN0004314,SUB000690,CUST00504,2024-02-25,149,Business,Paid,PayPal
TXN0004315,SUB000690,CUST00504,2024-03-26,149,Business,Paid,Credit Card
TXN0004316,SUB000690,CUST00504,2024-04-25,149,Business,Paid,Stripe
TXN0004317,SUB000690,CUST00504,2024-05-25,0,Business,Failed,PayPal
TXN0004318,SUB000690,CUST00504,2024-06-24,149,Business,Paid,Bank Transfer
TXN0004319,SUB000690,CUST00504,2024-07-24,149,Business,Paid,Bank Transfer
TXN0004320,SUB000690,CUST00504,2024-08-23,149,Business,Paid,Credit Card
TXN0004321,SUB000690,CUST00504,2024-09-22,149,Business,Paid,Bank Transfer
TXN0004322,SUB000690,CUST00504,2024-10-22,149,Business,Paid,Stripe
TXN0004323,SUB000690,CUST00504,2024-11-21,149,Business,Paid,Stripe
TXN0004324,SUB000690,CUST00504,2024-12-21,149,Business,Paid,Stripe
TXN0004325,SUB000691,CUST00505,2022-03-24,49,Pro,Paid,PayPal
TXN0004326,SUB000691,CUST00505,2022-04-23,49,Pro,Paid,Bank Transfer
TXN0004327,SUB000691,CUST00505,2022-05-23,49,Pro,Paid,Credit Card
TXN0004328,SUB000693,CUST00507,2024-04-08,49,Pro,Paid,Credit Card
TXN0004329,SUB000693,CUST00507,2024-05-08,49,Pro,Paid,Credit Card
TXN0004330,SUB000693,CUST00507,2024-06-07,49,Pro,Paid,Stripe
TXN0004331,SUB000693,CUST00507,2024-07-07,0,Pro,Failed,PayPal
TXN0004332,SUB000693,CUST00507,2024-08-06,49,Pro,Paid,Bank Transfer
TXN0004333,SUB000693,CUST00507,2024-09-05,49,Pro,Paid,Stripe
TXN0004334,SUB000693,CUST00507,2024-10-05,49,Pro,Paid,Bank Transfer
TXN0004335,SUB000693,CUST00507,2024-11-04,49,Pro,Paid,Stripe
TXN0004336,SUB000695,CUST00509,2023-02-10,49,Pro,Paid,Stripe
TXN0004337,SUB000695,CUST00509,2023-03-12,49,Pro,Paid,Bank Transfer
TXN0004338,SUB000695,CUST00509,2023-04-11,49,Pro,Paid,Stripe
TXN0004339,SUB000695,CUST00509,2023-05-11,49,Pro,Paid,Credit Card
TXN0004340,SUB000695,CUST00509,2023-06-10,49,Pro,Paid,Bank Transfer
TXN0004341,SUB000695,CUST00509,2023-07-10,49,Pro,Paid,Bank Transfer
TXN0004342,SUB000695,CUST00509,2023-08-09,49,Pro,Paid,Stripe
TXN0004343,SUB000695,CUST00509,2023-09-08,49,Pro,Paid,PayPal
TXN0004344,SUB000696,CUST00510,2023-06-15,149,Business,Paid,PayPal
TXN0004345,SUB000696,CUST00510,2023-07-15,149,Business,Paid,Stripe
TXN0004346,SUB000697,CUST00511,2024-06-27,149,Business,Paid,Credit Card
TXN0004347,SUB000697,CUST00511,2024-07-27,149,Business,Paid,Stripe
TXN0004348,SUB000697,CUST00511,2024-08-26,149,Business,Paid,Credit Card
TXN0004349,SUB000697,CUST00511,2024-09-25,149,Business,Paid,Bank Transfer
TXN0004350,SUB000697,CUST00511,2024-10-25,149,Business,Paid,Stripe
TXN0004351,SUB000697,CUST00511,2024-11-24,149,Business,Paid,Stripe
TXN0004352,SUB000697,CUST00511,2024-12-24,149,Business,Paid,Stripe
TXN0004353,SUB000698,CUST00512,2022-03-29,149,Business,Paid,Credit Card
TXN0004354,SUB000698,CUST00512,2022-04-28,149,Business,Paid,Credit Card
TXN0004355,SUB000698,CUST00512,2022-05-28,149,Business,Paid,PayPal
TXN0004356,SUB000698,CUST00512,2022-06-27,149,Business,Paid,Bank Transfer
TXN0004357,SUB000698,CUST00512,2022-07-27,149,Business,Paid,Stripe
TXN0004358,SUB000698,CUST00512,2022-08-26,149,Business,Paid,PayPal
TXN0004359,SUB000698,CUST00512,2022-09-25,149,Business,Paid,Credit Card
TXN0004360,SUB000698,CUST00512,2022-10-25,149,Business,Paid,Stripe
TXN0004361,SUB000698,CUST00512,2022-11-24,149,Business,Paid,Bank Transfer
TXN0004362,SUB000698,CUST00512,2022-12-24,149,Business,Paid,Unknown
TXN0004363,SUB000698,CUST00512,2023-01-23,0,Business,Failed,Bank Transfer
TXN0004364,SUB000698,CUST00512,2023-02-22,149,Business,Paid,Bank Transfer
TXN0004365,SUB000698,CUST00512,2023-03-24,149,Business,Paid,Credit Card
TXN0004366,SUB000698,CUST00512,2023-04-23,149,Business,Paid,Bank Transfer
TXN0004367,SUB000698,CUST00512,2023-05-23,0,Business,Refunded,Stripe
TXN0004368,SUB000698,CUST00512,2023-06-22,149,Business,Paid,Credit Card
TXN0004369,SUB000698,CUST00512,2023-07-22,149,Business,Paid,Credit Card
TXN0004370,SUB000698,CUST00512,2023-08-21,149,Business,Paid,Credit Card
TXN0004371,SUB000698,CUST00512,2023-09-20,149,Business,Paid,Bank Transfer
TXN0004372,SUB000698,CUST00512,2023-10-20,0,Business,Failed,Credit Card
TXN0004373,SUB000698,CUST00512,2023-11-19,149,Business,Paid,Stripe
TXN0004374,SUB000698,CUST00512,2023-12-19,0,Business,Failed,PayPal
TXN0004375,SUB000698,CUST00512,2024-01-18,149,Business,Paid,PayPal
TXN0004376,SUB000698,CUST00512,2024-02-17,149,Business,Paid,Bank Transfer
TXN0004377,SUB000698,CUST00512,2024-03-18,149,Business,Paid,Credit Card
TXN0004378,SUB000698,CUST00512,2024-04-17,149,Business,Paid,Bank Transfer
TXN0004379,SUB000698,CUST00512,2024-05-17,149,Business,Paid,PayPal
TXN0004380,SUB000698,CUST00512,2024-06-16,149,Business,Paid,Stripe
TXN0004381,SUB000698,CUST00512,2024-07-16,149,Business,Paid,Stripe
TXN0004382,SUB000698,CUST00512,2024-08-15,149,Business,Paid,PayPal
TXN0004383,SUB000698,CUST00512,2024-09-14,149,Business,Paid,PayPal
TXN0004384,SUB000698,CUST00512,2024-10-14,149,Business,Paid,PayPal
TXN0004385,SUB000698,CUST00512,2024-11-13,149,Business,Paid,Stripe
TXN0004386,SUB000698,CUST00512,2024-12-13,149,Business,Paid,Credit Card
TXN0004387,SUB000701,CUST00515,2023-05-19,149,Business,Paid,Credit Card
TXN0004388,SUB000701,CUST00515,2023-06-18,149,Business,Paid,Bank Transfer
TXN0004389,SUB000701,CUST00515,2023-07-18,149,Business,Paid,PayPal
TXN0004390,SUB000701,CUST00515,2023-08-17,149,Business,Paid,PayPal
TXN0004391,SUB000701,CUST00515,2023-09-16,149,Business,Paid,Credit Card
TXN0004392,SUB000701,CUST00515,2023-10-16,149,Business,Paid,Bank Transfer
